process,software,data item,data model,data format specification
optimization,,,wordnet,
configuration management,,,wordnet,
access product design data,,,wordnet,
knowledge storage,,,wordnet,
interest profiling,,,wordnet,
data storage,,,wordnet,
design,,,wordnet,
evaluation,,,wordnet,
failure management,,,wordnet,
system design,,,wordnet,
product data management,,,wordnet,
project planning,,,wordnet,
,pest,,wordnet,
,visualization package,,wordnet,
,git,,wordnet,
,multi-agent collaborative system,,wordnet,
,data mining,,wordnet,
,api,,wordnet,
,excel,,wordnet,
,express application,,wordnet,
,reasoner,,wordnet,
,python application,,wordnet,
,tr,,wordnet,
,vivisimo,,wordnet,
,ke-chain,,wordnet,
,web-based decision tool,,wordnet,
,imagenet,,wordnet,
,product data management system,,wordnet,
,sas,,wordnet,
,aaa,,wordnet,
, engineering java programming,,wordnet,
,word,,wordnet,
,expert systems,,wordnet,
,google,,wordnet,
,semsearch,,wordnet,
,access,,wordnet,
,file server,,wordnet,
,cad programming interface,,wordnet,
,outlook,,wordnet,
,triple store,,wordnet,
,web server,,wordnet,
,texttoonto,,wordnet,
,ug,,wordnet,
,ideas,,wordnet,
,learning tools,,wordnet,
,nextgen avionics systems,,wordnet,
,wikipedia,,wordnet,
,protégé,,wordnet,
,rce,,wordnet,
,workflow systems,,wordnet,
,sumo,,wordnet,
,inverted index,,wordnet,
,share point,,wordnet,
,cloud visualization,,wordnet,
,kaon,,wordnet,
,java application,,wordnet,
,,word doc,wordnet,
,,external web page,wordnet,
,,freebase,wordnet,
,,system definition,wordnet,
,,design parts,wordnet,
,,knowledge graph,wordnet,
,,documents,wordnet,
,,measurement data,wordnet,
,,assemblies,wordnet,
,,taxonomy,wordnet,
,,business logic,wordnet,
,,bom,wordnet,
,,image,wordnet,
,,quantity,wordnet,
,,cad representation,wordnet,
,,forms,wordnet,
,,object definitions,wordnet,
,,metadata,wordnet,
,,ikewiki,wordnet,
,,knowledge base,wordnet,
,,tools needed,wordnet,
,,word processor documents,wordnet,
,,audio,wordnet,
,,difficulty,wordnet,
,,description,wordnet,
,,sweetwiki,wordnet,
,,mind map,wordnet,
,,babelnet,wordnet,
,,live video,wordnet,
,,ontology,wordnet,
,,cad,wordnet,
,,material,wordnet,
,,video,wordnet,
,,section description,wordnet,
,,pdf files,wordnet,
,,manufacturing method,wordnet,
,,lexical data,wordnet,
,,process definitions,wordnet,
,,images,wordnet,
,,,wordnet,soap
,,,wordnet,wav
,,,wordnet,ad_asm
,,,wordnet,mov
,,,wordnet,dwg
,,,wordnet,rdf
,,,wordnet,ms excel
,,,wordnet,xml
,,,wordnet,iges
,,,wordnet,database
,,,wordnet,html
,,,wordnet,owl
,,,wordnet,ms word
,,,wordnet,direct api
,,,wordnet,pdf
,,,wordnet,flat file
,,,wordnet,jpg
,,,wordnet,stl
,,,wordnet,step
,,,wordnet,json
,,,wordnet,png
,,,wordnet,igs
,,,wordnet,add
flight-test preparation,,,sysml ,
semantic information transferring,,,sysml ,
multidisciplinary modeling,,,sysml ,
multimedia document processing,,,sysml ,
issue tc pc ac certification,,,sysml ,
concept design,,,sysml ,
solving,,,sysml ,
engine analysis,,,sysml ,
product support,,,sysml ,
analysis,,,sysml ,
express ontology,,,sysml ,
feature processing,,,sysml ,
system specification,,,sysml ,
convert file formats,,,sysml ,
system synthesis,,,sysml ,
tooling development,,,sysml ,
flight test report,,,sysml ,
ground test,,,sysml ,
business process integration,,,sysml ,
training,,,sysml ,
physical sensing,,,sysml ,
data validation,,,sysml ,
semantic representation,,,sysml ,
acquisition,,,sysml ,
knowledge management,,,sysml ,
link analysis,,,sysml ,
calculation report,,,sysml ,
automated reasoning,,,sysml ,
general assembly,,,sysml ,
manufacturing preparation,,,sysml ,
information sharing,,,sysml ,
mdo process formulation,,,sysml ,
context inference,,,sysml ,
mission analysis,,,sysml ,
creation,,,sysml ,
resource description,,,sysml ,
product design,,,sysml ,
knowledge capture,,,sysml ,
share documents,,,sysml ,
descriptive information generation,,,sysml ,
failure,,,sysml ,
knowledge interaction,,,sysml ,
authoring,,,sysml ,
check,,,sysml ,
customer service,,,sysml ,
manufacturing,,,sysml ,
enterprise resource planning,,,sysml ,
recycling,,,sysml ,
decision support,,,sysml ,
system identification,,,sysml ,
ontology modeling,,,sysml ,
workflow management,,,sysml ,
knowledge classification,,,sysml ,
inference,,,sysml ,
detailed,,,sysml ,
plm,,,sysml ,
test report,,,sysml ,
information clustering,,,sysml ,
summarizing,,,sysml ,
reasoning,,,sysml ,
knowledge exploration,,,sysml ,
alm,,,sysml ,
processing,,,sysml ,
knowledge discovery,,,sysml ,
structural solver,,,sysml ,
knowledge engineering,,,sysml ,
certification,,,sysml ,
design space visualization,,,sysml ,
information classification,,,sysml ,
generate fem model,,,sysml ,
review,,,sysml ,
knowledge based engineering,,,sysml ,
product verification,,,sysml ,
flight test,,,sysml ,
semantic lexicon,,,sysml ,
nation decision,,,sysml ,
design blueprint,,,sysml ,
development,,,sysml ,
design concepts formalization,,,sysml ,
problem solving,,,sysml ,
system integration,,,sysml ,
life cycle simulation,,,sysml ,
mdao,,,sysml ,
analyzing,,,sysml ,
ontological engineering,,,sysml ,
disciplinary analysis,,,sysml ,
scheduling,,,sysml ,
system arch,,,sysml ,
preliminary design,,,sysml ,
information push,,,sysml ,
information search,,,sysml ,
navigation,,,sysml ,
knowledge base building,,,sysml ,
detailed design,,,sysml ,
conceptual modelling,,,sysml ,
airworthiness test,,,sysml ,
processe data,,,sysml ,
archive,,,sysml ,
system architecting,,,sysml ,
wf execution,,,sysml ,
manufacture,,,sysml ,
data visualization,,,sysml ,
dissemination,,,sysml ,
optimization,,,sysml ,
configuration management,,,sysml ,
access product design data,,,sysml ,
knowledge storage,,,sysml ,
data storage,,,sysml ,
design,,,sysml ,
evaluation,,,sysml ,
failure management,,,sysml ,
system design,,,sysml ,
product data management,,,sysml ,
project planning,,,sysml ,
,pest,,sysml ,
,multilinq,,sysml ,
,jade,,sysml ,
,visualization package,,sysml ,
,git,,sysml ,
,multi-agent collaborative system,,sysml ,
,optimus workflow management tool,,sysml ,
,tigl,,sysml ,
,eclipse,,sysml ,
,data mining,,sysml ,
,api,,sysml ,
,excel,,sysml ,
,express application,,sysml ,
,spss,,sysml ,
,pykechain,,sysml ,
,reasoner,,sysml ,
,python application,,sysml ,
,tr,,sysml ,
,ke-chain,,sysml ,
,web-based decision tool,,sysml ,
,catia,,sysml ,
,brics technology,,sysml ,
,product data management system,,sysml ,
,jupyter notebook,,sysml ,
,syndeia,,sysml ,
,proteus,,sysml ,
,sas,,sysml ,
,aaa,,sysml ,
, engineering java programming,,sysml ,
,word,,sysml ,
,expert systems,,sysml ,
,google,,sysml ,
,brics,,sysml ,
,modelcenter,,sysml ,
,oracle,,sysml ,
,openmdao,,sysml ,
,optimus,,sysml ,
,solidworks,,sysml ,
,whatsopt,,sysml ,
,access,,sysml ,
,tixi,,sysml ,
,file server,,sysml ,
,cad programming interface,,sysml ,
,outlook,,sysml ,
,flops,,sysml ,
,isight,,sysml ,
,triple store,,sysml ,
,web server,,sysml ,
,ug,,sysml ,
,ideas,,sysml ,
,learning tools,,sysml ,
,matlab,,sysml ,
,fsms,,sysml ,
,fortran application,,sysml ,
,wikipedia,,sysml ,
,eclipse plugin,,sysml ,
,protégé,,sysml ,
,rce,,sysml ,
,oracle server,,sysml ,
,workflow systems,,sysml ,
,share point,,sysml ,
,surrogate model repository,,sysml ,
,cloud visualization,,sysml ,
,java application,,sysml ,
,,word doc,sysml ,
,,external web page,sysml ,
,,explicit geometry,sysml ,
,,system definition,sysml ,
,,design parts,sysml ,
,,implicit geometry,sysml ,
,,knowledge graph,sysml ,
,,documents,sysml ,
,,measurement data,sysml ,
,,assemblies,sysml ,
,,taxonomy,sysml ,
,,business logic,sysml ,
,,bom,sysml ,
,,image,sysml ,
,,quantity,sysml ,
,,cad representation,sysml ,
,,forms,sysml ,
,,sysml model,sysml ,
,,object definitions,sysml ,
,,metadata,sysml ,
,,knowledge base,sysml ,
,,tools needed,sysml ,
,,word processor documents,sysml ,
,,cfd simulation data,sysml ,
,,audio,sysml ,
,,difficulty,sysml ,
,,description,sysml ,
,,mind map,sysml ,
,,live video,sysml ,
,,capp,sysml ,
,,ontology,sysml ,
,,cad,sysml ,
,,tooling parts,sysml ,
,,cfd code,sysml ,
,,material,sysml ,
,,video,sysml ,
,,section description,sysml ,
,,point clouds,sysml ,
,,pdf files,sysml ,
,,manufacturing method,sysml ,
,,lexical data,sysml ,
,,process definitions,sysml ,
,,images,sysml ,
,,,sysml ,soap
,,,sysml ,acis
,,,sysml ,wav
,,,sysml ,ad_asm
,,,sysml ,jpeg
,,,sysml ,mov
,,,sysml ,csv
,,,sysml ,vrml
,,,sysml ,rdf
,,,sysml ,ms excel
,,,sysml ,xml
,,,sysml ,iges
,,,sysml ,database
,,,sysml ,cpacs
,,,sysml ,html
,,,sysml ,owl
,,,sysml ,txt
,,,sysml ,ms word
,,,sysml ,dxf
,,,sysml ,direct api
,,,sysml ,pdf
,,,sysml ,flat file
,,,sysml ,tiff
,,,sysml ,stl
,,,sysml ,step
,,,sysml ,json
,,,sysml ,igs
,,,sysml ,add
multimedia document processing,,,serql,
concept design,,,serql,
engine analysis,,,serql,
analysis,,,serql,
express ontology,,,serql,
feature processing,,,serql,
business process integration,,,serql,
training,,,serql,
semantic representation,,,serql,
acquisition,,,serql,
knowledge management,,,serql,
automated reasoning,,,serql,
information sharing,,,serql,
context inference,,,serql,
mission analysis,,,serql,
creation,,,serql,
resource description,,,serql,
knowledge capture,,,serql,
knowledge interaction,,,serql,
authoring,,,serql,
check,,,serql,
system identification,,,serql,
knowledge classification,,,serql,
inference,,,serql,
detailed,,,serql,
test report,,,serql,
reasoning,,,serql,
knowledge exploration,,,serql,
processing,,,serql,
knowledge discovery,,,serql,
knowledge engineering,,,serql,
information classification,,,serql,
knowledge based engineering,,,serql,
development,,,serql,
system integration,,,serql,
system arch,,,serql,
information search,,,serql,
detailed design,,,serql,
processe data,,,serql,
archive,,,serql,
manufacture,,,serql,
knowledge storage,,,serql,
data storage,,,serql,
design,,,serql,
evaluation,,,serql,
system design,,,serql,
,data mining,,serql,
,express application,,serql,
,reasoner,,serql,
,tr,,serql,
,word,,serql,
,access,,serql,
,saxon,,serql,
,triple store,,serql,
,ug,,serql,
,learning tools,,serql,
,rce,,serql,
,inverted index,,serql,
,,word doc,serql,
,,design parts,serql,
,,knowledge graph,serql,
,,documents,serql,
,,business logic,serql,
,,image,serql,
,,forms,serql,
,,metadata,serql,
,,knowledge base,serql,
,,description,serql,
,,live video,serql,
,,ontology,serql,
,,video,serql,
,,section description,serql,
,,images,serql,
,,,serql,mov
,,,serql,rdf
,,,serql,mpeg
,,,serql,database
,,,serql,html
,,,serql,owl
,,,serql,ms word
,,,serql,pdf
,,,serql,stl
,,,serql,step
,,,serql,add
flight-test preparation,,,nasa taxonomy,
semantic information transferring,,,nasa taxonomy,
multidisciplinary modeling,,,nasa taxonomy,
multimedia document processing,,,nasa taxonomy,
issue tc pc ac certification,,,nasa taxonomy,
concept design,,,nasa taxonomy,
solving,,,nasa taxonomy,
engine analysis,,,nasa taxonomy,
product support,,,nasa taxonomy,
analysis,,,nasa taxonomy,
express ontology,,,nasa taxonomy,
feature processing,,,nasa taxonomy,
system specification,,,nasa taxonomy,
convert file formats,,,nasa taxonomy,
system synthesis,,,nasa taxonomy,
tooling development,,,nasa taxonomy,
flight test report,,,nasa taxonomy,
ground test,,,nasa taxonomy,
business process integration,,,nasa taxonomy,
training,,,nasa taxonomy,
physical sensing,,,nasa taxonomy,
data validation,,,nasa taxonomy,
semantic representation,,,nasa taxonomy,
acquisition,,,nasa taxonomy,
knowledge management,,,nasa taxonomy,
link analysis,,,nasa taxonomy,
calculation report,,,nasa taxonomy,
automated reasoning,,,nasa taxonomy,
general assembly,,,nasa taxonomy,
manufacturing preparation,,,nasa taxonomy,
information sharing,,,nasa taxonomy,
mdo process formulation,,,nasa taxonomy,
context inference,,,nasa taxonomy,
wide body transports,,,nasa taxonomy,
mission analysis,,,nasa taxonomy,
creation,,,nasa taxonomy,
resource description,,,nasa taxonomy,
product design,,,nasa taxonomy,
knowledge capture,,,nasa taxonomy,
share documents,,,nasa taxonomy,
descriptive information generation,,,nasa taxonomy,
failure,,,nasa taxonomy,
knowledge interaction,,,nasa taxonomy,
authoring,,,nasa taxonomy,
check,,,nasa taxonomy,
customer service,,,nasa taxonomy,
manufacturing,,,nasa taxonomy,
enterprise resource planning,,,nasa taxonomy,
recycling,,,nasa taxonomy,
decision support,,,nasa taxonomy,
system identification,,,nasa taxonomy,
ontology modeling,,,nasa taxonomy,
workflow management,,,nasa taxonomy,
knowledge classification,,,nasa taxonomy,
inference,,,nasa taxonomy,
detailed,,,nasa taxonomy,
plm,,,nasa taxonomy,
test report,,,nasa taxonomy,
information clustering,,,nasa taxonomy,
summarizing,,,nasa taxonomy,
reasoning,,,nasa taxonomy,
knowledge exploration,,,nasa taxonomy,
alm,,,nasa taxonomy,
processing,,,nasa taxonomy,
knowledge discovery,,,nasa taxonomy,
structural solver,,,nasa taxonomy,
knowledge engineering,,,nasa taxonomy,
certification,,,nasa taxonomy,
design space visualization,,,nasa taxonomy,
information classification,,,nasa taxonomy,
generate fem model,,,nasa taxonomy,
review,,,nasa taxonomy,
knowledge based engineering,,,nasa taxonomy,
product verification,,,nasa taxonomy,
flight test,,,nasa taxonomy,
semantic lexicon,,,nasa taxonomy,
nation decision,,,nasa taxonomy,
design blueprint,,,nasa taxonomy,
development,,,nasa taxonomy,
design concepts formalization,,,nasa taxonomy,
problem solving,,,nasa taxonomy,
system integration,,,nasa taxonomy,
life cycle simulation,,,nasa taxonomy,
mdao,,,nasa taxonomy,
analyzing,,,nasa taxonomy,
ontological engineering,,,nasa taxonomy,
disciplinary analysis,,,nasa taxonomy,
scheduling,,,nasa taxonomy,
system arch,,,nasa taxonomy,
preliminary design,,,nasa taxonomy,
information push,,,nasa taxonomy,
information search,,,nasa taxonomy,
navigation,,,nasa taxonomy,
knowledge base building,,,nasa taxonomy,
detailed design,,,nasa taxonomy,
conceptual modelling,,,nasa taxonomy,
airworthiness test,,,nasa taxonomy,
processe data,,,nasa taxonomy,
archive,,,nasa taxonomy,
system architecting,,,nasa taxonomy,
wf execution,,,nasa taxonomy,
manufacture,,,nasa taxonomy,
data visualization,,,nasa taxonomy,
dissemination,,,nasa taxonomy,
activity profiling,,,nasa taxonomy,
optimization,,,nasa taxonomy,
configuration management,,,nasa taxonomy,
access product design data,,,nasa taxonomy,
knowledge storage,,,nasa taxonomy,
interest profiling,,,nasa taxonomy,
data storage,,,nasa taxonomy,
design,,,nasa taxonomy,
evaluation,,,nasa taxonomy,
failure management,,,nasa taxonomy,
system design,,,nasa taxonomy,
product data management,,,nasa taxonomy,
project planning,,,nasa taxonomy,
,pest,,nasa taxonomy,
,visualization package,,nasa taxonomy,
,git,,nasa taxonomy,
,multi-agent collaborative system,,nasa taxonomy,
,eclipse,,nasa taxonomy,
,data mining,,nasa taxonomy,
,ceasiom,,nasa taxonomy,
,api,,nasa taxonomy,
,excel,,nasa taxonomy,
,express application,,nasa taxonomy,
,reasoner,,nasa taxonomy,
,python application,,nasa taxonomy,
,tr,,nasa taxonomy,
,ke-chain,,nasa taxonomy,
,web-based decision tool,,nasa taxonomy,
,catia,,nasa taxonomy,
,imagenet,,nasa taxonomy,
,brics technology,,nasa taxonomy,
,product data management system,,nasa taxonomy,
