,design,development,analysis,processing,review,evaluation,detailed,manufacturing,optimization,creation,check,reasoning,training,failure,acquisition,inference,manufacture,system design,navigation,knowledge engineering,scheduling,certification,archive,product design,solving,concept design,knowledge management,dissemination,information search,plm,decision support,product support,system integration,knowledge based engineering,resource description,mission analysis,ontology modeling,mdao,engine analysis,knowledge capture,project planning,disciplinary analysis,problem solving,semantic representation,authoring,test report,data visualization,information sharing,customer service,flight test,product verification,system arch,recycling,system specification,knowledge interaction,information classification,preliminary design,calculation report,ground test,ontological engineering,automated reasoning,system architecting,alm,detailed design,configuration management,data validation,data storage,knowledge base building,life cycle simulation,conceptual modelling,workflow management,analyzing,access product design data,feature processing,knowledge classification,knowledge storage,failure management,express ontology,system synthesis,multidisciplinary modeling,knowledge discovery,summarizing,crawling,product data management,link analysis,system identification,design space visualization,general assembly,knowledge exploration,context inference,enterprise resource planning,structural solver,flight test report,information push,tooling development,share documents,semantic lexicon,nation decision,design concepts formalization,semantic information transferring,access,word,api,excel,google,matlab,protégé,catia,eclipse,reasoner,tr,outlook,wikipedia,expert system,solidworks,oracle,rce,optimus,modelcenter,sumo,sas,file server,tigl,aaa,isight,brics,flops,express application,openmdao,tornado,tixi,ceasiom,spss,git,share point,workflow system,cad programming interface,data mining,python application,learning tools,prado,ideas,java application,imagenet,web server,syndeia,networkx,ug,jade,triple store,ke-chain,eclipse plugin,pykechain,jupyter notebook,janus,proteus,semsearch,whatsopt,multilinq,texttoonto,visualization package, engineering java programming,surrogate model repository,oracle server,vivisimo,solidedge,pest,fsms,cpacspy library,cfview,kaon,saxon,mopcssoviz,daedalus,davetools,description,material,ontology,difficulty,cad,image,quantity,knowledge base,taxonomy,metadata,video,audio,documents,animation,knowledge graph,bom,manufacturing method,forms,section description,system definition,mind map,assemblies,measurement data,cad representation,business logic,freebase,capp,images,design parts,word doc,babelnet,explicit geometry,sysml model,lexical data,tooling parts,object definitions,ikewiki,sweetwiki,animations,express,uml,python,sql,sysml,sysml ,sparql,vba,wordnet,cmdows,nosql,aerospace ontology,postgresql,kadmos,bfo,rds,openvsp,cypher,xquery,codex,xml-schema-definition,nasa taxonomy,owl dl,bond graphs,rvf,mdax,cco,vampzero,topic maps,orbital space environment domain ontology,fortan,dtad,yawl,addam,multiwordnet,serql,step,database,add,xml,owl,rdf,html,pdf,json,cpacs,iges,csv,vrml,soap,flash,direct api,stl,txt,dxf,jpeg,mpeg,parasolid,ms word,gif,png,igs,acis,jpg,mov,dwf,postscript,flat file,ms excel,tiff,wrp,dwg,wav,jpgs,wmv
oracle,15,14,14,14,13,12,13,13,12,11,9,7,6,9,7,5,6,6,6,7,6,5,4,2,4,3,3,4,1,9,0,2,3,3,1,2,1,3,1,1,1,1,3,0,1,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,15,8,14,7,6,5,4,8,2,1,3,3,3,1,2,15,3,1,7,0,2,0,2,1,3,1,6,0,0,1,2,2,1,2,1,2,2,0,0,0,1,1,0,0,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,12,8,8,13,7,4,7,5,7,4,2,5,2,2,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,6,7,9,5,5,2,3,0,1,2,0,1,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,13,14,13,14,5,4,7,3,3,4,3,3,2,3,0,1,2,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
rce,14,14,14,10,10,11,13,9,14,11,12,2,5,4,3,2,6,8,3,4,3,7,2,1,1,3,1,2,1,4,1,1,3,2,0,2,0,10,1,0,0,8,1,1,0,1,3,2,2,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,7,7,4,3,4,0,6,6,0,2,4,0,5,0,3,14,8,6,1,0,1,6,1,4,7,2,0,3,2,6,2,0,1,0,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,10,5,4,7,2,7,3,1,5,2,1,1,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,3,6,6,0,0,0,9,1,0,1,8,0,0,3,0,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,14,12,12,14,0,0,3,1,5,13,3,2,1,1,0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
optimus,12,12,12,9,9,10,11,4,12,9,10,4,3,4,4,3,4,5,2,2,3,4,2,0,3,4,0,3,1,2,1,2,3,0,1,0,0,8,0,1,0,5,2,0,0,0,4,1,1,0,1,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6,4,2,4,1,4,4,1,1,2,0,5,0,1,8,12,5,1,0,0,4,2,4,4,1,0,4,0,4,2,0,1,1,2,1,1,1,0,2,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,12,7,5,3,8,3,5,2,1,2,3,2,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,10,3,2,2,1,0,0,6,2,0,1,5,0,0,3,0,0,2,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,12,9,11,12,2,2,1,1,4,9,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
modelcenter,11,11,11,11,9,11,9,9,10,11,9,6,7,7,4,4,5,5,4,7,6,4,2,1,4,2,1,3,1,6,1,0,3,2,0,1,0,4,0,0,0,2,2,0,1,1,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,7,8,6,5,7,2,7,4,0,3,5,1,2,1,7,6,5,11,1,2,0,4,3,7,2,5,0,2,1,4,2,1,2,1,1,1,1,1,0,3,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,7,4,11,5,7,2,3,5,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,7,7,4,4,0,1,0,2,3,0,1,1,0,2,4,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,11,11,11,11,1,1,3,2,4,6,3,2,1,1,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
sumo,9,8,9,8,8,8,7,7,7,8,6,5,8,3,5,5,3,1,2,0,2,2,4,1,2,3,2,4,3,2,0,0,1,0,1,0,2,0,0,0,1,1,0,1,2,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,2,2,4,2,2,6,5,3,3,1,0,2,0,1,1,1,9,1,0,1,2,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,9,7,6,5,5,6,6,3,4,5,4,5,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,5,2,2,1,1,5,2,3,0,0,1,1,0,4,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,8,9,7,7,6,6,4,5,0,2,2,1,1,1,1,1,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
sas,9,9,9,8,9,9,8,8,8,8,9,5,8,7,7,6,5,4,6,2,4,7,4,3,4,5,2,2,6,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,7,4,3,1,6,0,3,2,1,3,3,2,0,2,2,0,0,2,1,9,0,0,2,0,0,2,0,0,2,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,7,6,5,8,1,2,3,4,3,3,2,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,1,2,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,8,9,5,3,2,1,4,1,1,2,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
file server,8,8,8,5,6,5,6,4,4,5,4,1,4,5,2,1,1,4,3,1,2,2,3,1,2,0,2,1,3,0,0,1,2,0,1,1,0,1,2,0,0,2,1,0,1,0,0,1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,4,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,6,2,2,2,4,1,0,2,6,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,7,7,4,2,1,2,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tigl,8,8,8,6,7,7,8,6,8,6,8,3,4,3,2,2,5,4,2,3,2,4,1,2,0,1,1,2,0,3,0,1,2,3,0,1,0,3,0,0,1,4,0,0,0,1,1,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,5,7,3,1,3,0,4,4,1,2,4,0,1,0,2,6,4,4,1,0,0,8,0,3,3,1,0,2,1,6,2,0,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,2,7,2,5,4,2,3,2,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,2,1,1,1,0,0,3,0,0,0,3,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,7,7,8,2,1,2,2,2,8,3,0,1,0,0,3,2,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
aaa,7,7,7,5,6,7,7,6,7,6,7,5,6,3,5,3,3,2,2,5,3,3,2,1,3,3,1,1,0,1,1,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,2,6,0,2,2,1,1,4,1,1,1,1,1,2,3,2,2,0,0,7,2,0,2,0,1,1,0,1,1,1,0,0,1,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,4,5,5,7,0,1,3,0,1,1,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,4,1,1,1,4,0,0,2,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,7,7,5,1,1,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
isight,7,7,7,7,6,7,6,5,6,7,6,4,4,3,2,2,3,2,2,4,3,2,2,1,3,2,1,2,0,4,1,0,2,1,0,1,0,2,0,0,0,2,2,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,2,4,2,5,3,0,1,3,0,1,1,3,4,4,7,1,0,0,3,2,7,1,1,0,2,0,3,1,0,1,1,0,0,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,2,7,3,4,1,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,3,3,0,0,0,1,1,0,0,1,0,1,3,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,7,7,7,1,1,2,1,3,4,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brics,7,7,7,4,6,6,6,6,7,5,6,1,2,3,0,0,4,3,1,1,1,5,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,6,1,0,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,1,1,1,0,2,2,0,1,1,0,2,0,1,7,4,2,0,0,1,3,0,1,7,1,0,2,1,3,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,2,3,1,4,0,0,3,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,4,4,0,0,0,6,1,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,7,6,5,7,0,0,1,1,3,7,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flops,7,7,7,6,6,7,6,7,7,5,4,4,5,7,4,2,3,3,4,5,4,4,1,0,2,3,1,2,1,3,0,0,1,1,0,1,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,7,5,3,6,1,3,1,0,3,2,1,1,0,6,2,1,5,0,2,0,1,2,1,1,7,0,0,1,1,2,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,3,6,3,4,1,4,3,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,5,2,2,0,2,0,1,2,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,7,7,5,0,1,2,2,1,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
express application,6,5,6,3,3,4,5,4,3,4,2,4,2,3,2,3,2,2,0,4,2,0,1,3,1,0,2,1,2,0,0,2,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,2,1,3,2,3,1,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openmdao,6,6,6,5,4,6,6,3,6,5,5,4,3,3,1,3,2,2,2,3,3,3,1,0,2,1,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,4,2,2,2,1,1,3,1,1,1,0,1,0,0,3,4,2,0,0,0,2,1,2,2,0,0,6,1,2,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,4,3,2,5,0,2,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,5,1,1,1,0,0,0,3,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,6,5,1,0,0,1,3,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tornado,6,6,6,4,5,5,6,5,6,4,6,2,5,5,4,1,3,3,3,3,3,5,2,1,1,3,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,2,2,2,2,3,0,2,3,0,3,3,0,0,0,1,2,0,1,1,2,0,1,1,0,1,1,0,1,6,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,2,3,3,6,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,6,4,0,1,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tixi,6,6,6,5,5,6,6,4,6,5,6,1,3,2,1,0,3,3,1,2,1,3,1,0,0,1,1,1,0,3,0,1,2,2,0,1,0,3,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,5,2,1,3,0,4,4,0,2,3,0,1,0,2,6,4,4,1,0,0,6,0,3,3,1,0,2,1,6,2,0,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,1,5,0,4,2,1,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,1,1,1,0,0,0,3,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,5,5,6,0,0,1,1,1,6,3,0,1,0,0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ceasiom,6,6,6,4,5,4,6,3,6,5,4,1,3,3,3,0,1,2,1,2,1,3,1,1,1,4,2,1,0,3,0,0,1,2,1,1,0,0,1,0,0,2,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,1,5,1,4,4,0,2,3,0,0,0,2,2,2,2,2,1,0,2,1,1,0,2,0,0,3,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,2,0,6,2,4,3,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,6,6,5,1,1,0,0,0,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spss,6,6,6,6,6,6,5,5,5,6,6,3,6,6,6,4,4,3,5,3,4,6,5,1,5,1,1,5,3,2,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,3,3,3,4,0,1,4,0,1,3,2,0,2,1,0,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,5,1,6,4,6,5,0,2,2,5,3,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,1,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,6,5,1,0,3,4,1,0,1,2,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
git,6,6,5,5,4,6,5,3,5,6,5,3,5,3,4,3,4,2,3,3,4,2,2,0,2,1,0,1,1,3,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,3,2,0,2,2,2,1,1,1,0,0,2,1,1,2,0,0,0,1,1,1,0,1,0,1,1,1,1,0,6,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,3,4,3,3,2,3,3,2,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,4,2,2,2,0,1,0,2,0,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6,6,6,5,2,2,1,2,4,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
share point,5,4,5,4,2,4,4,3,3,5,2,3,1,3,1,2,1,3,3,1,1,1,0,1,2,2,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,3,1,1,2,2,0,0,1,0,1,1,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,2,2,1,1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,5,5,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
workflow system,5,4,4,3,3,3,4,3,4,4,4,0,0,1,0,0,1,2,0,1,1,1,1,2,1,0,1,0,1,2,0,0,2,0,0,1,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,0,1,0,1,2,1,0,0,0,0,2,0,2,3,2,1,0,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,3,1,2,1,0,2,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,2,0,1,0,3,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,3,5,1,0,1,0,1,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
